RUN	LoadTest	loadtest	1697836068263	 	3.5.0
USER	first scenario	END	1697836130341
REQUEST		getOrders Redirect 1	1697836070366	1697836130367	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130367
REQUEST		getOrders Redirect 1	1697836070365	1697836130375	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130375
REQUEST		getOrders Redirect 1	1697836070406	1697836130407	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836070392	1697836130407	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130407
USER	first scenario	END	1697836130407
REQUEST		getOrders Redirect 1	1697836070416	1697836130423	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130423
REQUEST		getOrders Redirect 1	1697836070448	1697836130448	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130448
REQUEST		getOrders Redirect 1	1697836070447	1697836130452	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130452
REQUEST		getOrders Redirect 1	1697836070447	1697836130453	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130454
REQUEST		getOrders Redirect 1	1697836070483	1697836130484	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130485
REQUEST		getOrders Redirect 1	1697836070620	1697836130624	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130624
REQUEST		getOrders Redirect 1	1697836070640	1697836130655	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836070640	1697836130655	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130655
USER	first scenario	END	1697836130655
REQUEST		getOrders Redirect 1	1697836073412	1697836130663	OK	 
USER	first scenario	END	1697836130664
REQUEST		getOrders Redirect 1	1697836070691	1697836130702	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130702
REQUEST		getOrders Redirect 1	1697836070705	1697836130710	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130710
REQUEST		getOrders Redirect 1	1697836072552	1697836130717	OK	 
USER	first scenario	END	1697836130718
REQUEST		getOrders Redirect 1	1697836070830	1697836130840	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836070831	1697836130840	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130840
USER	first scenario	END	1697836130840
REQUEST		getOrders Redirect 1	1697836070881	1697836130885	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130886
REQUEST		getOrders Redirect 1	1697836070991	1697836130995	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130995
REQUEST		getOrders Redirect 1	1697836071015	1697836131026	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131026
REQUEST		getOrders Redirect 1	1697836071048	1697836131057	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131057
REQUEST		getOrders Redirect 1	1697836071078	1697836131088	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131088
REQUEST		getOrders Redirect 1	1697836071105	1697836131119	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131119
REQUEST		getOrders Redirect 1	1697836071135	1697836131150	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131150
REQUEST		getOrders Redirect 1	1697836071166	1697836131176	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131176
REQUEST		getOrders Redirect 1	1697836071177	1697836131181	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131181
REQUEST		getOrders Redirect 1	1697836071214	1697836131217	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131217
REQUEST		getOrders Redirect 1	1697836071231	1697836131244	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131244
REQUEST		getOrders Redirect 1	1697836071270	1697836131271	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131271
REQUEST		getOrders Redirect 1	1697836071270	1697836131272	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131272
REQUEST		getOrders Redirect 1	1697836071316	1697836131317	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131317
REQUEST		getOrders Redirect 1	1697836074829	1697836131327	OK	 
USER	first scenario	END	1697836131328
REQUEST		getOrders Redirect 1	1697836071334	1697836131335	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131335
REQUEST		getOrders Redirect 1	1697836071337	1697836131344	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131344
REQUEST		getOrders Redirect 1	1697836071370	1697836131375	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131375
REQUEST		getOrders Redirect 1	1697836071369	1697836131378	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131378
REQUEST		getOrders Redirect 1	1697836071382	1697836131384	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131384
REQUEST		getOrders Redirect 1	1697836071424	1697836131428	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131428
REQUEST		getOrders Redirect 1	1697836071475	1697836131477	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131477
REQUEST		getOrders Redirect 1	1697836071504	1697836131505	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836071502	1697836131505	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131506
USER	first scenario	END	1697836131506
REQUEST		getOrders Redirect 1	1697836071515	1697836131521	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131521
REQUEST		getOrders Redirect 1	1697836071527	1697836131536	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131536
REQUEST		getOrders Redirect 1	1697836071542	1697836131551	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131552
REQUEST		getOrders Redirect 1	1697836071558	1697836131567	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131567
REQUEST		getOrders Redirect 1	1697836071582	1697836131583	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131583
REQUEST		getOrders Redirect 1	1697836071582	1697836131583	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836071582	1697836131583	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131583
USER	first scenario	END	1697836131583
REQUEST		getOrders Redirect 1	1697836072891	1697836131591	OK	 
USER	first scenario	END	1697836131592
REQUEST		getOrders Redirect 1	1697836071592	1697836131599	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131599
REQUEST		getOrders Redirect 1	1697836071695	1697836131697	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131697
REQUEST		getOrders Redirect 1	1697836071738	1697836131739	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131739
REQUEST		getOrders Redirect 1	1697836071752	1697836131755	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131755
REQUEST		getOrders Redirect 1	1697836071770	1697836131774	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131775
REQUEST		getOrders Redirect 1	1697836071819	1697836131832	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131832
REQUEST		getOrders Redirect 1	1697836071826	1697836131833	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131833
REQUEST		getOrders Redirect 1	1697836071818	1697836131833	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131833
REQUEST		getOrders Redirect 1	1697836071849	1697836131863	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131863
REQUEST		getOrders Redirect 1	1697836071877	1697836131879	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131879
REQUEST		getOrders Redirect 1	1697836071893	1697836131895	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131895
REQUEST		getOrders Redirect 1	1697836071906	1697836131911	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131911
REQUEST		getOrders Redirect 1	1697836071920	1697836131926	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131927
REQUEST		getOrders Redirect 1	1697836071940	1697836131942	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131942
REQUEST		getOrders Redirect 1	1697836071961	1697836131974	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131974
REQUEST		getOrders Redirect 1	1697836071980	1697836131981	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836131981
REQUEST		getOrders Redirect 1	1697836071998	1697836132005	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132005
REQUEST		getOrders Redirect 1	1697836072256	1697836132013	OK	 
USER	first scenario	END	1697836132014
REQUEST		getOrders Redirect 1	1697836072041	1697836132051	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132051
REQUEST		getOrders Redirect 1	1697836072062	1697836132067	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836072057	1697836132067	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836072061	1697836132067	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132067
USER	first scenario	END	1697836132067
USER	first scenario	END	1697836132067
REQUEST		getOrders Redirect 1	1697836072093	1697836132098	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132098
REQUEST		getOrders Redirect 1	1697836072171	1697836132174	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836072172	1697836132174	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132174
USER	first scenario	END	1697836132174
REQUEST		getOrders Redirect 1	1697836072185	1697836132189	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132190
REQUEST		getOrders Redirect 1	1697836072255	1697836132255	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132255
REQUEST		getOrders Redirect 1	1697836072296	1697836132298	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132298
REQUEST		getOrders Redirect 1	1697836072305	1697836132314	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132314
REQUEST		getOrders Redirect 1	1697836072314	1697836132329	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132329
REQUEST		getOrders Redirect 1	1697836072364	1697836132366	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132366
REQUEST		getOrders Redirect 1	1697836072370	1697836132376	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836072363	1697836132376	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132376
USER	first scenario	END	1697836132376
REQUEST		getOrders Redirect 1	1697836072371	1697836132376	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132376
REQUEST		getOrders Redirect 1	1697836072406	1697836132407	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132407
REQUEST		getOrders Redirect 1	1697836072411	1697836132422	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132422
REQUEST		getOrders Redirect 1	1697836072437	1697836132453	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132453
REQUEST		getOrders Redirect 1	1697836072505	1697836132506	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132506
REQUEST		getOrders Redirect 1	1697836072505	1697836132511	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132511
REQUEST		getOrders Redirect 1	1697836072543	1697836132545	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132545
REQUEST		getOrders Redirect 1	1697836072548	1697836132555	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132555
REQUEST		getOrders Redirect 1	1697836072556	1697836132561	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132561
REQUEST		getOrders Redirect 1	1697836072603	1697836132605	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132605
REQUEST		getOrders Redirect 1	1697836072655	1697836132655	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836072644	1697836132655	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836072644	1697836132655	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132655
USER	first scenario	END	1697836132655
USER	first scenario	END	1697836132655
REQUEST		getOrders Redirect 1	1697836073284	1697836132667	OK	 
USER	first scenario	END	1697836132668
REQUEST		getOrders Redirect 1	1697836072674	1697836132678	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132679
REQUEST		getOrders Redirect 1	1697836072674	1697836132681	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132681
REQUEST		getOrders Redirect 1	1697836072686	1697836132686	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132686
REQUEST		getOrders Redirect 1	1697836072686	1697836132702	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132702
REQUEST		getOrders Redirect 1	1697836072715	1697836132718	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132718
REQUEST		getOrders Redirect 1	1697836072723	1697836132733	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836072722	1697836132733	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132733
USER	first scenario	END	1697836132733
REQUEST		getOrders Redirect 1	1697836072738	1697836132747	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132747
REQUEST		getOrders Redirect 1	1697836072737	1697836132748	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132748
REQUEST		getOrders Redirect 1	1697836072773	1697836132780	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132780
REQUEST		getOrders Redirect 1	1697836072809	1697836132811	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132812
REQUEST		getOrders Redirect 1	1697836072902	1697836132905	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836072901	1697836132905	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132905
USER	first scenario	END	1697836132905
REQUEST		getOrders Redirect 1	1697836072929	1697836132930	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132930
REQUEST		getOrders Redirect 1	1697836072937	1697836132951	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132951
REQUEST		getOrders Redirect 1	1697836072971	1697836132982	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836132982
REQUEST		getOrders Redirect 1	1697836073022	1697836133029	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133029
REQUEST		getOrders Redirect 1	1697836073057	1697836133060	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133060
REQUEST		getOrders Redirect 1	1697836073060	1697836133060	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133060
REQUEST		getOrders Redirect 1	1697836073085	1697836133087	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133087
REQUEST		getOrders Redirect 1	1697836073085	1697836133090	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133090
REQUEST		getOrders Redirect 1	1697836073100	1697836133107	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133108
REQUEST		getOrders Redirect 1	1697836073134	1697836133139	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133139
REQUEST		getOrders Redirect 1	1697836073155	1697836133157	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133157
REQUEST		getOrders Redirect 1	1697836073162	1697836133168	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133168
REQUEST		getOrders Redirect 1	1697836073188	1697836133195	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133195
REQUEST		getOrders Redirect 1	1697836073201	1697836133202	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133203
REQUEST		getOrders Redirect 1	1697836077331	1697836133229	OK	 
USER	first scenario	END	1697836133229
REQUEST		getOrders Redirect 1	1697836073249	1697836133264	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133264
REQUEST		getOrders Redirect 1	1697836073284	1697836133293	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133293
REQUEST		getOrders Redirect 1	1697836073333	1697836133339	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133339
REQUEST		getOrders Redirect 1	1697836073340	1697836133342	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133342
REQUEST		getOrders Redirect 1	1697836073334	1697836133343	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133343
REQUEST		getOrders Redirect 1	1697836073385	1697836133388	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133388
REQUEST		getOrders Redirect 1	1697836073423	1697836133424	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133424
REQUEST		getOrders Redirect 1	1697836073420	1697836133433	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133434
REQUEST		getOrders Redirect 1	1697836073427	1697836133434	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133434
REQUEST		getOrders Redirect 1	1697836073435	1697836133442	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133442
REQUEST		getOrders Redirect 1	1697836073470	1697836133473	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133473
REQUEST		getOrders Redirect 1	1697836073497	1697836133509	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133509
REQUEST		getOrders Redirect 1	1697836073540	1697836133548	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133548
REQUEST		getOrders Redirect 1	1697836073616	1697836133618	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133618
REQUEST		getOrders Redirect 1	1697836073617	1697836133618	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133618
